"SubID"	"BlackDefend"	"Bias"	"Guilt"
"001"	0	42.53832852	40.83538977
"002"	0	52.55505581	44.44453702
"003"	0	57.25757156	47.90420503
"004"	0	46.99402737	57.45484617
"005"	0	52.21167854	62.45751324
"006"	0	18.80010075	18.23719647
"007"	0	21.5473163	23.24190402
"008"	0	19.80834238	26.34259783
"009"	0	20.21257691	35.73307772
"010"	0	15.37336325	37.35302687
"011"	0	47.39703296	41.83152571
"012"	0	57.865944	46.18170115
"013"	0	48.00956014	50.52025902
"014"	0	38.45994747	51.95299094
"015"	0	63.33233538	60.20436518
"016"	0	13.74317888	20.68391192
"017"	0	18.70233583	23.85669241
"018"	0	15.84370559	34.18551237
"019"	0	23.69974929	32.41695944
"020"	0	11.48942198	40.35322169
"021"	0	49.493202	38.05615708
"022"	0	44.30216767	43.44283835
"023"	0	53.53189364	48.43266158
"024"	0	54.69633181	52.8202676
"025"	0	54.72056033	59.86968033
"026"	0	24.3876156	19.05086464
"027"	0	22.86131882	22.75287656
"028"	0	24.14690178	30.95091467
"029"	0	10.10509977	35.43866475
"030"	0	22.49608344	37.25799056
"031"	0	48.27110303	43.57994533
"032"	0	54.87659388	45.41486545
"033"	0	44.57601776	49.77454147
"034"	0	45.8284276	56.50290879
"035"	0	54.34068398	57.00433022
"036"	0	26.90634458	18.22080783
"037"	0	15.64385992	24.30061708
"038"	0	28.72657861	31.25661671
"039"	0	19.1867048	35.47071015
"040"	0	21.24303118	42.98057962
"041"	0	54.82702187	40.66360609
"042"	0	49.77272716	44.63640483
"043"	0	58.72348981	47.69634313
"044"	0	54.97005893	51.96232438
"045"	0	49.90863604	59.26731127
"046"	0	18.40215918	21.09920587
"047"	0	24.4664657	27.92135029
"048"	0	17.39419128	28.52445359
"049"	0	14.77357945	35.44581016
"050"	0	28.79794268	42.69590102
"051"	0	54.9193774	41.76995349
"052"	0	50.98292019	43.1486315
"053"	0	54.09908671	51.05888628
"054"	0	56.58831535	54.62483422
"055"	0	45.00226856	59.51351893
"056"	0	27.61533119	16.92917759
"057"	0	22.22534233	25.116465
"058"	0	25.41069308	29.47125848
"059"	0	26.65748341	32.57506862
"060"	0	13.88773996	40.531432
"061"	0	55.08552926	42.49101378
"062"	0	44.7960458	45.88094777
"063"	0	48.04269988	52.51985601
"064"	0	44.65445685	54.7701864
"065"	0	53.0015488	58.42830091
"066"	0	22.39872041	21.80063044
"067"	0	13.66458347	23.84069039
"068"	0	17.2821717	29.4670368
"069"	0	23.57534231	34.77866733
"070"	0	17.39175889	37.46037119
"071"	0	51.26595144	41.01296786
"072"	0	54.12815364	44.03080086
"073"	0	49.03714493	48.37702941
"074"	0	50.03259647	55.12532364
"075"	0	55.02123396	59.02436574
"076"	0	17.19940715	20.97589724
"077"	0	17.75126677	26.25183119
"078"	0	11.24421189	30.79537266
"079"	0	16.13068919	33.03750178
"080"	0	18.76229808	40.18040865
"081"	0	51.64788644	42.44494131
"082"	0	49.90697472	41.59561595
"083"	0	47.02697645	48.52468292
"084"	0	53.84939611	54.80567312
"085"	0	47.95400163	59.416085
"086"	0	16.03359736	17.81023619
"087"	0	14.98324759	27.23802093
"088"	0	16.78770647	28.65521134
"089"	0	17.31924965	36.52145793
"090"	0	16.90986373	39.17661437
"091"	0	47.88351198	35.98425949
"092"	0	48.58062274	47.99220502
"093"	0	48.41639701	46.28931011
"094"	0	49.08161526	53.99094497
"095"	0	48.21180622	62.67720566
"096"	0	20.60029962	22.30807596
"097"	0	20.65476073	26.46466212
"098"	0	9.47948748	30.05615272
"099"	0	18.73424502	34.02478172
"100"	0	23.44780666	41.10399159
"101"	0	47.4010333	37.82450517
"102"	0	56.46046507	45.39373835
"103"	0	45.42098084	47.83896239
"104"	0	43.38338098	54.10081484
"105"	0	51.41506735	58.03500542
"106"	0	20.50719494	20.37634266
"107"	0	18.49997684	25.80727849
"108"	0	19.66604294	29.33627825
"109"	0	22.80037146	35.7274412
"110"	0	19.3970355	39.03536924
"111"	0	48.79762891	39.80647399
"112"	0	40.03055531	42.42926949
"113"	0	45.13539609	51.96027024
"114"	0	55.58319129	55.96901711
"115"	0	48.30706971	59.02270454
"116"	0	20.68675337	21.91539586
"117"	0	29.10975164	25.42484196
"118"	0	19.97210065	30.26361212
"119"	0	18.47967602	37.45157469
"120"	0	27.91540493	38.31815591
"121"	1	53.89470497	71.22084708
"122"	1	54.69557193	77.62173233
"123"	1	50.13397743	80.07926305
"124"	1	44.91420617	85.66238291
"125"	1	46.14012669	84.52591637
"126"	1	20.72759242	16.66168905
"127"	1	19.48444824	23.6065769
"128"	1	13.69915851	25.73317873
"129"	1	28.92080992	33.80108912
"130"	1	26.2703029	37.80521113
"131"	1	44.96867825	70.49183853
"132"	1	47.28475038	75.12024735
"133"	1	48.00518861	80.40239854
"134"	1	57.80478412	89.14187651
"135"	1	44.32509322	93.37414494
"136"	1	26.55108239	18.82383726
"137"	1	32.231703	25.81734436
"138"	1	19.59590949	29.61166006
"139"	1	13.43866649	36.96333551
"140"	1	17.5267577	37.5305539
"141"	1	53.25393305	71.37695512
"142"	1	48.51493667	73.70186672
"143"	1	46.67424665	78.23568892
"144"	1	53.55950926	88.33957295
"145"	1	52.3206943	90.755478
"146"	1	18.27044338	20.34398617
"147"	1	14.57670041	26.29747332
"148"	1	17.44279317	30.97601632
"149"	1	16.78340125	40.26931763
"150"	1	16.65526503	42.86473115
"151"	1	43.28871912	72.54352597
"152"	1	46.09412836	75.5159325
"153"	1	48.36737278	81.31224615
"154"	1	52.10759769	86.49127567
"155"	1	50.88577935	89.13315219
"156"	1	24.35039602	22.41163572
"157"	1	14.50551635	24.20261485
"158"	1	24.03456204	31.21479223
"159"	1	17.26359355	34.09354609
"160"	1	12.534681	35.00298553
"161"	1	46.09695601	67.41058544
"162"	1	41.99604072	75.40366554
"163"	1	51.12844444	81.51117641
"164"	1	46.5921926	86.91816847
"165"	1	55.07435204	90.13888653
"166"	1	18.11388932	21.56983037
"167"	1	11.34721063	28.18139487
"168"	1	19.66924896	30.08489439
"169"	1	18.22973989	37.21137135
"170"	1	15.64611305	42.11911663
"171"	1	55.35812054	70.83108248
"172"	1	51.76989395	73.620104
"173"	1	51.04765467	78.14061456
"174"	1	40.20239364	82.95838482
"175"	1	47.41072346	93.21783283
"176"	1	19.61118949	22.18676092
"177"	1	16.81309779	23.90193291
"178"	1	19.24889768	31.69496296
"179"	1	19.50932591	30.86477034
"180"	1	19.10527375	44.27792525
"181"	1	49.06369096	36.91978107
"182"	1	44.70260409	45.7235835
"183"	1	59.58184335	46.6115987
"184"	1	54.27829094	57.97057732
"185"	1	45.8513874	60.64946436
"186"	1	3.86061426000001	18.34582464
"187"	1	21.55862572	31.09548951
"188"	1	23.69459073	29.80231069
"189"	1	18.76782507	36.6925012
"190"	1	20.15506018	37.97943864
"191"	1	53.16749051	40.66233682
"192"	1	50.50843801	47.65688976
"193"	1	43.69793047	50.05208291
"194"	1	58.6333468	56.43859386
"195"	1	50.68454506	59.47788858
"196"	1	27.55336474	20.6234283
"197"	1	8.04212803999999	26.40571264
"198"	1	23.01266875	28.33719307
"199"	1	24.71413965	38.22971667
"200"	1	15.27239743	42.74390987
"201"	1	50.7544251	37.67293803
"202"	1	49.73130996	44.59252521
"203"	1	45.75268957	48.94201633
"204"	1	52.22755172	53.02467384
"205"	1	48.36264155	56.63696099
"206"	1	15.15975403	21.24401965
"207"	1	17.84303374	27.16688684
"208"	1	12.13485388	30.07938627
"209"	1	18.37822493	37.04419504
"210"	1	23.92988084	38.94125359
"211"	1	61.48874812	39.83160951
"212"	1	53.20720282	43.5382952
"213"	1	53.67193237	49.93595651
"214"	1	58.09433935	56.40513026
"215"	1	49.70101068	60.97739136
"216"	1	16.64695884	21.47090463
"217"	1	25.99553819	25.09489508
"218"	1	27.5441678	34.11436656
"219"	1	12.22390194	35.44472613
"220"	1	23.41936639	41.5635067
"221"	1	48.73464805	43.235408
"222"	1	46.62677387	42.3149485
"223"	1	54.41510331	46.63103128
"224"	1	42.37337759	57.34379786
"225"	1	53.58084147	58.54237747
"226"	1	6.94224349	22.83590872
"227"	1	19.68514254	23.92273634
"228"	1	16.9780019	28.78897179
"229"	1	19.80523486	33.75812089
"230"	1	19.41303144	40.26240861
"231"	1	41.47018926	41.2499101
"232"	1	46.38041001	43.03723693
"233"	1	41.0119622	49.5310933
"234"	1	45.64873939	54.86226843
"235"	1	55.45527826	57.09826872
"236"	1	26.30380299	19.14988631
"237"	1	15.87323614	23.8485778
"238"	1	19.66835886	29.98753111
"239"	1	18.7526854	34.71439362
"240"	1	22.63140057	43.0871104
