subid,like_0,like_15
1,-23.6085538385482,-8.60855383854824
2,-9.01196139078597,5.98803860921403
3,30.5367907272732,45.5367907272732
4,5.88644147948323,20.8864414794832
5,-9.16494043213694,5.83505956786306
6,23.6671247856066,38.6671247856066
7,-10.1257345912066,4.87426540879339
8,-14.1492090535861,0.850790946413937
9,8.11013726205528,23.1101372620553
10,15.7405602740434,30.7405602740434
11,-12.0974687414594,2.90253125854058
12,27.322026447823198,42.3220264478232
13,-34.0027575454321,-19.0027575454321
14,2.89881243635447,17.8988124363545
15,23.8708776461478,38.8708776461478
16,19.0431675596306,34.0431675596306
17,5.18839044817885,20.1883904481789
18,-39.162271932528,-24.162271932528
19,6.4040146134722,21.4040146134722
20,-18.2393773510394,-3.23937735103945
21,-28.1726998454455,-13.1726998454455
22,22.0794322080147,37.0794322080147
23,-7.97547695812635,7.02452304187365
24,13.8601523702158,28.8601523702158
25,-18.9288056941889,-3.92880569418894
26,-16.1092718411893,-1.10927184118928
27,-45.5534079628788,-30.5534079628788
28,12.2155079812684,27.2155079812684
29,-7.98062581458167,7.01937418541833
30,41.1972780430558,56.1972780430558
31,3.21606100964479,18.2160610096448
32,50.6572293871925,65.6572293871925
33,13.9342370042029,28.9342370042029
34,13.5202700021495,28.5202700021495
35,-5.0629645088604,9.9370354911396
36,-33.1005613307659,-18.1005613307659
37,1.23238690344653,16.2323869034465
38,-54.6123833761835,-39.6123833761835
39,46.2981127978885,61.2981127978885
40,-53.962122303883,-38.962122303883
41,12.6428426741112,27.6428426741112
42,5.1649565727269,20.1649565727269
43,12.9590878034715,27.9590878034715
44,2.49596716109312,17.4959671610931
45,-15.8244867321182,-0.824486732118226
46,40.7602327221057,55.7602327221057
47,-6.9508210252875,8.0491789747125
48,10.3357398303197,25.3357398303197
49,5.75951432670054,20.7595143267005
50,10.5708391316226,25.5708391316226
51,5.56441687253694,20.5644168725369
52,66.9983936649103,81.9983936649103
53,22.3351436543762,37.3351436543762
54,-23.7392604499189,-8.73926044991886
55,5.97110975069249,20.9711097506925
56,-6.52516854952098,8.47483145047902
57,40.8090184238901,55.8090184238901
58,8.39597099993019,23.3959709999302
59,16.255509797576,31.255509797576
60,43.7951670878069,58.7951670878069
61,-14.4086655116839,0.591334488316081
62,-37.2852494977315,-22.2852494977315
63,-12.3081633346032,2.69183666539683
64,8.26533889908948,23.2653388990895
65,-0.0961797843373268,14.9038202156627
66,-0.35500617912679,14.6449938208732
67,19.5357064107951,34.5357064107951
68,-12.1994278286907,2.80057217130927
69,-49.347286195735,-34.347286195735
70,-32.1870526339344,-17.1870526339344
71,-11.6839663053496,3.31603369465039
72,-30.8001237392049,-15.8001237392049
73,-36.1022289153047,-21.1022289153047
74,31.8381639716461,46.8381639716462
75,-7.41665727370607,7.58334272629393
76,-15.8467574056851,-0.846757405685116
77,50.6330904029488,65.6330904029488
78,4.01027619538028,19.0102761953803
79,-1.26530046108002,13.73469953892
80,-26.1321628492085,-11.1321628492085
81,2.55109165592245,17.5510916559224
82,-3.10347189823814,11.8965281017619
83,22.9730652705182,37.9730652705182
84,16.4471119361343,31.4471119361343
85,-3.95263483238993,11.0473651676101
86,9.33741804328776,24.3374180432878
87,13.6775328029466,28.6775328029466
88,-2.91497615155636,12.0850238484436
89,-5.6283326874078,9.3716673125922
90,-6.74118028625781,8.25881971374219
91,-30.9155347963721,-15.9155347963721
92,-20.9742549636147,-5.97425496361467
93,19.7625894519123,34.7625894519123
94,17.3730403261474,32.3730403261474
95,-13.0385444793022,1.96145552069784
96,24.6659736120186,39.6659736120186
97,63.2745871375894,78.2745871375894
98,-34.5446498883665,-19.5446498883665
99,-33.4214004815098,-18.4214004815098
100,7.95688187547252,22.9568818754725
101,8.48663987671669,23.4866398767167
102,8.9519754230927,23.9519754230927
103,-0.865874893025656,14.1341251069743
104,-12.1518248949883,2.84817510501168
105,19.8795427927602,34.8795427927602
106,-2.49737192176505,12.502628078235
107,21.0318763992681,36.0318763992681
108,-31.1981817721085,-16.1981817721085
109,-23.6823673190661,-8.68236731906615
110,22.7642438586608,37.7642438586608
111,3.6874529342632,18.6874529342632
112,33.3723997264242,48.3723997264242
113,-9.91612845757373,5.08387154242627
114,-10.9343365472008,4.06566345279919
115,-27.8511843776683,-12.8511843776683
116,-22.9497811233252,-7.94978112332523
117,-32.0726919736402,-17.0726919736402
118,25.4204361412027,40.4204361412027
119,25.9081470827645,40.9081470827645
120,28.5256881855713,43.5256881855713
121,69.9581384879959,84.9581384879959
122,-39.2192658929287,-24.2192658929287
123,-46.3274745410677,-31.3274745410677
124,-16.9333810131955,-1.93338101319551
125,35.3429019814404,50.3429019814404
126,23.3116740199381,38.3116740199381
127,-41.9965532595232,-26.9965532595232
128,25.6296699607017,40.6296699607017
129,-7.67502787153501,7.32497212846499
130,3.93398564378243,18.9339856437824
131,-7.22874090136429,7.77125909863571
132,37.2443589259166,52.2443589259166
133,17.9997016396809,32.9997016396809
134,11.173875552232,26.173875552232
135,24.6217502909168,39.6217502909168
136,16.5114145684684,31.5114145684684
137,-0.324903511794046,14.675096488206
138,-23.4031033534516,-8.40310335345162
139,22.6135086289151,37.6135086289151
140,-5.68624539442264,9.31375460557736
141,15.537440740682,30.537440740682
142,17.9035324528836,32.9035324528836
143,2.91997289944808,17.9199728994481
144,17.8990349343732,32.8990349343731
145,-15.9285883554714,-0.928588355471375
146,4.20537800319064,19.2053780031906
147,30.6828821168173,45.6828821168173
148,-11.9483231782537,3.05167682174631
149,6.69250037612412,21.6925003761241
150,15.2169430442487,30.2169430442487
151,24.9183458776932,39.9183458776932
152,-24.3804252481336,-9.38042524813359
153,-43.5290735128475,-28.5290735128475
154,-0.668672516122447,14.3313274838776
155,4.92059813156294,19.9205981315629
156,16.8868798135072,31.8868798135072
157,-5.66356913815269,9.33643086184731
158,-12.8025053062034,2.19749469379662
159,8.09722281879167,23.0972228187917
160,10.6102193930217,25.6102193930217
161,21.9428539079545,36.9428539079545
162,6.64134120799961,21.6413412079996
163,17.1777323965187,32.1777323965187
164,-16.8695411223244,-1.8695411223244
165,26.4753753311519,41.4753753311519
166,-50.4731068377747,-35.4731068377747
167,32.7038266923501,47.7038266923501
168,-5.59232575770129,9.40767424229871
169,1.94175239306514,16.9417523930651
170,22.9395176642912,37.9395176642912
171,-14.9876983805317,0.0123016194683139
172,-7.18961058809092,7.81038941190908
173,9.2190133212193,24.2190133212193
174,22.0104666827633,37.0104666827633
175,-0.63332613039831,14.3666738696017
176,-1.28849879023159,13.7115012097684
177,-32.6063665907437,-17.6063665907437
178,16.6131265891267,31.6131265891267
179,42.0812155639167,57.0812155639167
180,-20.6019797082205,-5.60197970822051
181,34.8643313824688,49.8643313824688
182,-44.982822362876,-29.982822362876
183,-6.32518844239524,8.67481155760476
184,16.9698237150571,31.9698237150571
185,24.5850065222033,39.5850065222033
186,-42.1220293867965,-27.1220293867965
187,10.8460793508405,25.8460793508405
188,26.4193662511947,41.4193662511947
189,-39.4052573270667,-24.4052573270667
190,4.71937707254842,19.7193770725484
191,-47.8340336535553,-32.8340336535553
192,35.7207859457775,50.7207859457775
193,2.47572966099412,17.4757296609941
194,6.42599504600888,21.4259950460089
195,-18.3353625002761,-3.3353625002761
196,2.35827770402242,17.3582777040224
197,-0.0746440382542815,14.9253559617457
198,-18.1753791409313,-3.17537914093128
199,0.187666418417727,15.1876664184177
200,-37.4207510784703,-22.4207510784703
201,1.45594700041915,16.4559470004191
202,-28.4267053454512,-13.4267053454512
203,2.55313553244376,17.5531355324438
204,-44.6095219370575,-29.6095219370575
205,16.6020186136307,31.6020186136307
206,-40.7460420473785,-25.7460420473785
207,25.800287487366,40.800287487366
208,-3.83988393120311,11.1601160687969
209,-16.6825507885173,-1.68255078851732
210,38.6465962245795,53.6465962245795
211,-14.1556404415766,0.844359558423401
212,28.5984510289509,43.5984510289509
213,41.9539269300872,56.9539269300872
214,-17.4056690952113,-2.40566909521128
215,-3.14974945740047,11.8502505425995
216,1.37278059702696,16.372780597027
217,4.91739084596015,19.9173908459602
218,19.1486213664496,34.1486213664496
219,-43.3720319791542,-28.3720319791542
220,45.2836609441098,60.2836609441098
221,-12.7922622482086,2.20773775179137
222,-26.1257542939119,-11.1257542939119
223,-29.0068908396262,-14.0068908396262
224,-1.1929238446655,13.8070761553345
225,-25.772324468941,-10.772324468941
226,-34.4126214975598,-19.4126214975598
227,-2.13804499282301,12.861955007177
228,13.3245792982054,28.3245792982054
229,46.1073881132686,61.1073881132686
230,3.65265033166754,18.6526503316675
231,-50.6542424205703,-35.6542424205703
232,22.2315918667589,37.2315918667589
233,-24.3832588077787,-9.38325880777871
234,-18.5003126894012,-3.50031268940121
235,-31.5807173935595,-16.5807173935595
236,-6.36518150163342,8.63481849836658
237,-53.9055425267499,-38.9055425267499
238,1.84516429447663,16.8451642944766
239,-18.8730007326809,-3.87300073268088
240,-24.4071438587241,-9.40714385872407
241,32.2087487978076,47.2087487978076
242,-16.4011361474949,-1.40113614749492
243,-36.0981165843126,-21.0981165843126
244,-20.197735562412,-5.19773556241203
245,12.2605155696415,27.2605155696415
246,26.5755751250971,41.5755751250971
247,-4.82112777135336,10.1788722286466
248,-32.8315752326211,-17.8315752326211
249,17.2210543361061,32.2210543361061
250,35.3707572707955,50.3707572707955
251,-24.7239250135975,-9.72392501359754
252,-12.8771633640718,2.12283663592822
253,-23.9400131063852,-8.94001310638521
254,13.0839551385749,28.0839551385749
255,-3.72427866345624,11.2757213365438
256,-14.363676693615,0.636323306384959
257,-31.1902222069392,-16.1902222069392
258,3.87901928352066,18.8790192835207
259,-13.1983137723145,1.80168622768553
260,-46.3419747920388,-31.3419747920388
261,44.261196629341804,59.261196629341804
262,-11.3631023140732,3.63689768592682
263,51.9422475523239,66.9422475523239
264,-2.54280013782794,12.4571998621721
265,5.15880095802875,20.1588009580288
266,-30.6253442071309,-15.6253442071309
267,6.66291784743314,21.6629178474331
268,-20.5783795178717,-5.57837951787166
269,-38.4227518970619,-23.4227518970619
270,-2.75573070506697,12.244269294933
271,16.12813272711,31.12813272711
272,17.4838912375172,32.4838912375172
273,-45.1135637981387,-30.1135637981387
274,-19.4169001419391,-4.41690014193908
275,-21.7124442611266,-6.7124442611266
276,32.1857864516762,47.1857864516762
277,14.6842796791968,29.6842796791968
278,-20.6992225838019,-5.69922258380193
279,-5.86293425554555,9.13706574445445
280,-5.03370551219017,9.96629448780983
281,-1.91908704062547,13.0809129593745
282,-0.994008964259528,14.0059910357405
283,-0.772352584875355,14.2276474151246
284,24.3024986720033,39.3024986720033
285,-16.5389060972442,-1.53890609724419
286,13.7321421563971,28.7321421563971
287,-81.4229214794614,-66.4229214794614
288,-28.2255578115104,-13.2255578115104
289,2.91860405096354,17.9186040509635
290,-11.8803667311376,3.11963326886235
291,-6.61091776079542,8.38908223920458
292,30.7483394924099,45.7483394924099
293,25.8602025922838,40.8602025922838
294,5.62939588100897,20.629395881009
295,8.55595513548647,23.5559551354865
296,46.2344846603902,61.2344846603902
297,-2.88605628063016,12.1139437193698
298,-13.4734356872668,1.52656431273319
299,-6.46793995031534,8.53206004968466
300,28.7103417166321,43.7103417166321
301,-7.29543665980625,7.70456334019375
302,15.3738458092788,30.3738458092788
303,-18.9486236485277,-3.94862364852775
304,-4.57304002132426,10.4269599786757
305,78.0801743387981,93.0801743387981
306,5.53897369772025,20.5389736977203
307,30.3423777990956,45.3423777990956
308,-22.027527330243,-7.027527330243
309,-3.69068778194687,11.3093122180531
310,40.7327384300865,55.7327384300865
311,9.53494001347095,24.534940013471
312,10.6307701074158,25.6307701074158
313,1.63779216359943,16.6377921635994
314,11.0199045613163,26.0199045613163
315,32.4520384950474,47.4520384950474
316,-52.3402948829321,-37.3402948829321
317,32.374478003469,47.374478003469
318,-7.66082563564438,7.33917436435562
319,4.19698362143434,19.1969836214343
320,-11.8850143443267,3.11498565567333
321,10.7206811418198,25.7206811418198
322,0.482333172367216,15.4823331723672
323,-23.9495764129529,-8.94957641295285
324,35.4219115236159,50.4219115236159
325,30.1111577145517,45.1111577145517
326,-21.35981525833,-6.35981525833003
327,20.730360642067,35.730360642067
328,-4.96325089863301,10.036749101367
329,-11.3334869774025,3.6665130225975
330,-1.26990063630679,13.7300993636932
331,-26.0921354730419,-11.0921354730419
332,14.149628731788,29.149628731788
333,-22.603284249632,-7.60328424963201
334,21.894581602445,36.894581602445
335,9.40202819276996,24.40202819277
336,-13.3665735098203,1.63342649017967
337,12.6795638570485,27.6795638570485
338,-33.5629024228372,-18.5629024228372
339,2.33986521803281,17.3398652180328
340,-29.1625077992577,-14.1625077992577
341,29.4401709433455,44.4401709433455
342,50.0400869143118,65.0400869143118
343,19.4338574214418,34.4338574214418
344,-5.91504587985384,9.08495412014616
345,-18.3297239302495,-3.32972393024946
346,7.59445356907394,22.5944535690739
347,31.6559528559267,46.6559528559267
348,3.07058211175449,18.0705821117545
349,-21.1406943446341,-6.14069434463406
350,-14.7714257680182,0.228574231981845
351,-15.9816131195243,-0.981613119524331
352,7.75392828115675,22.7539282811567
353,-25.284270111764,-10.284270111764
354,-37.6814774462737,-22.6814774462737
355,-15.5729094053311,-0.572909405331062
356,-7.49304585277268,7.50695414722732
357,-0.713298873043948,14.2867011269561
358,-23.6527042401566,-8.65270424015657
359,3.74261574363987,18.7426157436399
360,-25.1668680609305,-10.1668680609305
361,-4.96407196720933,10.0359280327907
362,19.3362216120461,34.3362216120461
363,-35.4015480435841,-20.4015480435841
364,-4.17373044291226,10.8262695570877
365,-1.57383758261722,13.4261624173828
366,-11.2664118055691,3.73358819443093
367,33.5309203711186,48.5309203711186
368,34.7893174132681,49.7893174132681
369,23.8079401594407,38.8079401594407
370,-18.1904106131909,-3.19041061319091
371,23.1899020834941,38.1899020834941
372,-14.3669429594015,0.633057040598466
373,-0.911305784767581,14.0886942152324
374,-9.83812802108828,5.16187197891172
375,-33.9723853802323,-18.9723853802323
376,-13.3081798982212,1.69182010177878
377,-32.9378030532814,-17.9378030532814
378,10.6571152733301,25.6571152733301
379,6.36147296457151,21.3614729645715
380,-10.9760339552258,4.02396604477418
381,17.3871131317673,32.3871131317673
382,7.98662137009914,22.9866213700991
383,-40.1300654394328,-25.1300654394328
384,-36.6130514086482,-21.6130514086482
385,3.67864844098608,18.678648440986102
386,29.1170880190175,44.1170880190175
387,-32.9622669770443,-17.9622669770443
388,0.901984319357296,15.9019843193573
389,24.4193642348066,39.4193642348066
390,-22.9976597408246,-7.99765974082457
391,-6.06605334144348,8.93394665855653
392,2.6009367114233,17.6009367114233
393,32.4316159681427,47.4316159681427
394,7.80599292035028,22.8059929203503
395,17.6335851032437,32.6335851032437
396,21.6990849669869,36.6990849669869
397,-6.79211612409215,8.20788387590785
398,-5.33361720524084,9.66638279475916
399,32.0058909527609,47.0058909527609
400,-55.5279994643207,-40.5279994643207
401,-3.33739887359384,11.6626011264062
402,9.52138258452076,24.5213825845208
403,-13.5370123077841,1.46298769221585
404,-12.2252474047869,2.77475259521308
405,-19.4993542804292,-4.49935428042918
406,-60.7348236759185,-45.7348236759185
407,-11.7145651605785,3.28543483942149
408,24.2379761788957,39.2379761788957
409,-6.21338930036359,8.78661069963641
410,-24.8128631071255,-9.81286310712547
411,-12.4086001659654,2.59139983403459
412,11.1676723468773,26.1676723468773
413,2.54122024432753,17.5412202443275
414,3.66861765189872,18.6686176518987
415,16.508512433878,31.508512433878
416,3.524103757172,18.524103757172
417,-23.7301556105902,-8.73015561059016
418,1.22034724648379,16.2203472464838
419,-30.4572064604268,-15.4572064604268
420,1.84509546236224,16.8450954623622
421,15.4559476688415,30.4559476688415
422,2.31958220852567,17.3195822085257
423,19.1047817179209,34.1047817179209
424,-16.0551206452415,-1.05512064524153
425,39.9298281729324,54.9298281729324
426,1.16129154287033,16.1612915428703
427,-25.6656315007538,-10.6656315007538
428,32.390361453536,47.390361453536
429,38.0914857373641,53.0914857373641
430,-34.5267019883205,-19.5267019883205
431,-13.5530608009072,1.44693919909279
432,34.2605169207413,49.2605169207413
433,-14.0162332477069,0.983766752293079
434,10.5710841314811,25.5710841314811
435,14.9673552252646,29.9673552252646
436,-30.8438886305789,-15.8438886305789
437,-37.0960351815809,-22.0960351815809
438,4.99780514457551,19.9978051445755
439,8.34361671771799,23.343616717718
440,-55.8348643710805,-40.8348643710805
441,43.1320981566011,58.1320981566011
442,21.6684820750446,36.6684820750446
443,8.60049461812786,23.6004946181279
444,-24.2192662311781,-9.2192662311781
445,17.0127767230585,32.0127767230585
446,10.9494769582827,25.9494769582827
447,-5.22514001094658,9.77485998905342
448,-12.1575341896584,2.84246581034158
449,9.21368479834305,24.2136847983431
450,1.22187953285352,16.2218795328535
451,18.3548698724757,33.3548698724757
452,-4.65432562344261,10.3456743765574
453,10.711552671465,25.711552671465
454,-0.629824454843564,14.3701755451564
455,-16.7307834778535,-1.73078347785351
456,-3.24783197050084,11.7521680294992
457,8.9121252036495,23.9121252036495
458,5.38847507527276,20.3884750752728
459,16.4646777397619,31.4646777397619
460,-8.93505725895109,6.06494274104891
461,-5.92712057448325,9.07287942551675
462,-14.1213145316005,0.878685468399537
463,15.676948919816,30.676948919816
464,6.54857526980514,21.5485752698051
465,-13.8974077046516,1.1025922953484
466,28.7299637346138,43.7299637346138
467,33.5108006765981,48.5108006765981
468,-0.602278503734899,14.3977214962651
469,15.8308449023566,30.8308449023566
470,-16.0353770958849,-1.03537709588489
471,18.8082826262326,33.8082826262326
472,-1.99421398032921,13.0057860196708
473,29.0613289432463,44.0613289432463
474,6.50332654538583,21.5033265453858
475,19.3062153707734,34.3062153707734
476,27.1995074914372,42.1995074914372
477,-21.6864641374286,-6.68646413742863
478,-2.36454870839961,12.6354512916004
479,-0.974580260686782,14.0254197393132
480,-2.7271746312748,12.2728253687252
481,12.9431774711483,27.9431774711483
482,14.2606031437373,29.2606031437373
483,12.3333507492531,27.3333507492531
484,-26.6313704603472,-11.6313704603472
485,-1.64638395227754,13.3536160477225
486,19.0290065136111,34.0290065136111
487,14.523577977887,29.523577977887
488,19.6032411272879,34.6032411272879
489,2.94806804844842,17.9480680484484
490,-8.09725771749513,6.90274228250487
491,27.7034394641314,42.7034394641314
492,4.73102359989343,19.7310235998934
493,1.58518571831876,16.5851857183188
494,-0.795200117683741,14.2047998823163
495,45.7148412783938,60.7148412783938
