subid,like_score
1,-23.6085538385482
2,-9.01196139078597
3,30.5367907272732
4,5.88644147948323
5,-9.16494043213694
6,23.6671247856066
7,-10.1257345912066
8,-14.1492090535861
9,8.11013726205528
10,15.7405602740434
11,-12.0974687414594
12,27.322026447823198
13,-34.0027575454321
14,2.89881243635447
15,23.8708776461478
16,19.0431675596306
17,5.18839044817885
18,-39.162271932528
19,6.4040146134722
20,-18.2393773510394
21,-28.1726998454455
22,22.0794322080147
23,-7.97547695812635
24,13.8601523702158
25,-18.9288056941889
26,-16.1092718411893
27,-45.5534079628788
28,12.2155079812684
29,-7.98062581458167
30,41.1972780430558
31,3.21606100964479
32,50.6572293871925
33,13.9342370042029
34,13.5202700021495
35,-5.0629645088604
36,-33.1005613307659
37,1.23238690344653
38,-54.6123833761835
39,46.2981127978885
40,-53.962122303883
41,12.6428426741112
42,5.1649565727269
43,12.9590878034715
44,2.49596716109312
45,-15.8244867321182
46,40.7602327221057
47,-6.9508210252875
48,10.3357398303197
49,5.75951432670054
50,10.5708391316226
51,5.56441687253694
52,66.9983936649103
53,22.3351436543762
54,-23.7392604499189
55,5.97110975069249
56,-6.52516854952098
57,40.8090184238901
58,8.39597099993019
59,16.255509797576
60,43.7951670878069
61,-14.4086655116839
62,-37.2852494977315
63,-12.3081633346032
64,8.26533889908948
65,-0.0961797843373268
66,-0.35500617912679
67,19.5357064107951
68,-12.1994278286907
69,-49.347286195735
70,-32.1870526339344
71,-11.6839663053496
72,-30.8001237392049
73,-36.1022289153047
74,31.8381639716461
75,-7.41665727370607
76,-15.8467574056851
77,50.6330904029488
78,4.01027619538028
79,-1.26530046108002
80,-26.1321628492085
81,2.55109165592245
82,-3.10347189823814
83,22.9730652705182
84,16.4471119361343
85,-3.95263483238993
86,9.33741804328776
87,13.6775328029466
88,-2.91497615155636
89,-5.6283326874078
90,-6.74118028625781
91,-30.9155347963721
92,-20.9742549636147
93,19.7625894519123
94,17.3730403261474
95,-13.0385444793022
96,24.6659736120186
97,63.2745871375894
98,-34.5446498883665
99,-33.4214004815098
100,7.95688187547252
101,8.48663987671669
102,8.9519754230927
103,-0.865874893025656
104,-12.1518248949883
105,19.8795427927602
106,-2.49737192176505
107,21.0318763992681
108,-31.1981817721085
109,-23.6823673190661
110,22.7642438586608
111,3.6874529342632
112,33.3723997264242
113,-9.91612845757373
114,-10.9343365472008
115,-27.8511843776683
116,-22.9497811233252
117,-32.0726919736402
118,25.4204361412027
119,25.9081470827645
120,28.5256881855713
121,69.9581384879959
122,-39.2192658929287
123,-46.3274745410677
124,-16.9333810131955
125,35.3429019814404
126,23.3116740199381
127,-41.9965532595232
128,25.6296699607017
129,-7.67502787153501
130,3.93398564378243
131,-7.22874090136429
132,37.2443589259166
133,17.9997016396809
134,11.173875552232
135,24.6217502909168
136,16.5114145684684
137,-0.324903511794046
138,-23.4031033534516
139,22.6135086289151
140,-5.68624539442264
141,15.537440740682
142,17.9035324528836
143,2.91997289944808
144,17.8990349343732
145,-15.9285883554714
146,4.20537800319064
147,30.6828821168173
148,-11.9483231782537
149,6.69250037612412
150,15.2169430442487
151,24.9183458776932
152,-24.3804252481336
153,-43.5290735128475
154,-0.668672516122447
155,4.92059813156294
156,16.8868798135072
157,-5.66356913815269
158,-12.8025053062034
159,8.09722281879167
160,10.6102193930217
161,21.9428539079545
162,6.64134120799961
163,17.1777323965187
164,-16.8695411223244
165,26.4753753311519
166,-50.4731068377747
167,32.7038266923501
168,-5.59232575770129
169,1.94175239306514
170,22.9395176642912
171,-14.9876983805317
172,-7.18961058809092
173,9.2190133212193
174,22.0104666827633
175,-0.63332613039831
176,-1.28849879023159
177,-32.6063665907437
178,16.6131265891267
179,42.0812155639167
180,-20.6019797082205
181,34.8643313824688
182,-44.982822362876
183,-6.32518844239524
184,16.9698237150571
185,24.5850065222033
186,-42.1220293867965
187,10.8460793508405
188,26.4193662511947
189,-39.4052573270667
190,4.71937707254842
191,-47.8340336535553
192,35.7207859457775
193,2.47572966099412
194,6.42599504600888
195,-18.3353625002761
196,2.35827770402242
197,-0.0746440382542815
198,-18.1753791409313
199,0.187666418417727
200,-37.4207510784703
201,1.45594700041915
202,-28.4267053454512
203,2.55313553244376
204,-44.6095219370575
205,16.6020186136307
206,-40.7460420473785
207,25.800287487366
208,-3.83988393120311
209,-16.6825507885173
210,38.6465962245795
211,-14.1556404415766
212,28.5984510289509
213,41.9539269300872
214,-17.4056690952113
215,-3.14974945740047
216,1.37278059702696
217,4.91739084596015
218,19.1486213664496
219,-43.3720319791542
220,45.2836609441098
221,-12.7922622482086
222,-26.1257542939119
223,-29.0068908396262
224,-1.1929238446655
225,-25.772324468941
226,-34.4126214975598
227,-2.13804499282301
228,13.3245792982054
229,46.1073881132686
230,3.65265033166754
231,-50.6542424205703
232,22.2315918667589
233,-24.3832588077787
234,-18.5003126894012
235,-31.5807173935595
236,-6.36518150163342
237,-53.9055425267499
238,1.84516429447663
239,-18.8730007326809
240,-24.4071438587241
241,32.2087487978076
242,-16.4011361474949
243,-36.0981165843126
244,-20.197735562412
245,12.2605155696415
246,26.5755751250971
247,-4.82112777135336
248,-32.8315752326211
249,17.2210543361061
250,35.3707572707955
251,-24.7239250135975
252,-12.8771633640718
253,-23.9400131063852
254,13.0839551385749
255,-3.72427866345624
256,-14.363676693615
257,-31.1902222069392
258,3.87901928352066
259,-13.1983137723145
260,-46.3419747920388
261,44.26119662934181
262,-11.3631023140732
263,51.9422475523239
264,-2.54280013782794
265,5.15880095802875
266,-30.6253442071309
267,6.66291784743314
268,-20.5783795178717
269,-38.4227518970619
270,-2.75573070506697
271,16.12813272711
272,17.4838912375172
273,-45.1135637981387
274,-19.4169001419391
275,-21.7124442611266
276,32.1857864516762
277,14.6842796791968
278,-20.6992225838019
279,-5.86293425554555
280,-5.03370551219017
281,-1.91908704062547
282,-0.994008964259528
283,-0.772352584875355
284,24.3024986720033
285,-16.5389060972442
286,13.7321421563971
287,-81.4229214794614
288,-28.2255578115104
289,2.91860405096354
290,-11.8803667311376
291,-6.61091776079542
292,30.7483394924099
293,25.8602025922838
294,5.62939588100897
295,8.55595513548647
296,46.2344846603902
297,-2.88605628063016
298,-13.4734356872668
299,-6.46793995031534
300,28.7103417166321
301,-7.29543665980625
302,15.3738458092788
303,-18.9486236485277
304,-4.57304002132426
305,78.0801743387981
306,5.53897369772025
307,30.3423777990956
308,-22.027527330243
309,-3.69068778194687
310,40.7327384300865
311,9.53494001347095
312,10.6307701074158
313,1.63779216359943
314,11.0199045613163
315,32.4520384950474
316,-52.3402948829321
317,32.374478003469
318,-7.66082563564438
319,4.19698362143434
320,-11.8850143443267
321,10.7206811418198
322,0.482333172367216
323,-23.9495764129529
324,35.4219115236159
325,30.1111577145517
326,-21.35981525833
327,20.730360642067
328,-4.96325089863301
329,-11.3334869774025
330,-1.26990063630679
331,-26.0921354730419
332,14.149628731788
333,-22.603284249632
334,21.894581602445
335,9.40202819276996
336,-13.3665735098203
337,12.6795638570485
338,-33.5629024228372
339,2.33986521803281
340,-29.1625077992577
341,29.4401709433455
342,50.0400869143118
343,19.4338574214418
344,-5.91504587985384
345,-18.3297239302495
346,7.59445356907394
347,31.6559528559267
348,3.07058211175449
349,-21.1406943446341
350,-14.7714257680182
351,-15.9816131195243
352,7.75392828115675
353,-25.284270111764
354,-37.6814774462737
355,-15.5729094053311
356,-7.49304585277268
357,-0.713298873043948
358,-23.6527042401566
359,3.74261574363987
360,-25.1668680609305
361,-4.96407196720933
362,19.3362216120461
363,-35.4015480435841
364,-4.17373044291226
365,-1.57383758261722
366,-11.2664118055691
367,33.5309203711186
368,34.7893174132681
369,23.8079401594407
370,-18.1904106131909
371,23.1899020834941
372,-14.3669429594015
373,-0.911305784767581
374,-9.83812802108828
375,-33.9723853802323
376,-13.3081798982212
377,-32.9378030532814
378,10.6571152733301
379,6.36147296457151
380,-10.9760339552258
381,17.3871131317673
382,7.98662137009914
383,-40.1300654394328
384,-36.6130514086482
385,3.67864844098608
386,29.1170880190175
387,-32.9622669770443
388,0.901984319357296
389,24.4193642348066
390,-22.9976597408246
391,-6.06605334144348
392,2.6009367114233
393,32.4316159681427
394,7.80599292035028
395,17.6335851032437
396,21.6990849669869
397,-6.79211612409215
398,-5.33361720524084
399,32.0058909527609
400,-55.5279994643207
401,-3.33739887359384
402,9.52138258452076
403,-13.5370123077841
404,-12.2252474047869
405,-19.4993542804292
406,-60.7348236759185
407,-11.7145651605785
408,24.2379761788957
409,-6.21338930036359
410,-24.8128631071255
411,-12.4086001659654
412,11.1676723468773
413,2.54122024432753
414,3.66861765189872
415,16.508512433878
416,3.524103757172
417,-23.7301556105902
418,1.22034724648379
419,-30.4572064604268
420,1.84509546236224
421,15.4559476688415
422,2.31958220852567
423,19.1047817179209
424,-16.0551206452415
425,39.9298281729324
426,1.16129154287033
427,-25.6656315007538
428,32.390361453536
429,38.0914857373641
430,-34.5267019883205
431,-13.5530608009072
432,34.2605169207413
433,-14.0162332477069
434,10.5710841314811
435,14.9673552252646
436,-30.8438886305789
437,-37.0960351815809
438,4.99780514457551
439,8.34361671771799
440,-55.8348643710805
441,43.1320981566011
442,21.6684820750446
443,8.60049461812786
444,-24.2192662311781
445,17.0127767230585
446,10.9494769582827
447,-5.22514001094658
448,-12.1575341896584
449,9.21368479834305
450,1.22187953285352
451,18.3548698724757
452,-4.65432562344261
453,10.711552671465
454,-0.629824454843564
455,-16.7307834778535
456,-3.24783197050084
457,8.9121252036495
458,5.38847507527276
459,16.4646777397619
460,-8.93505725895109
461,-5.92712057448325
462,-14.1213145316005
463,15.676948919816
464,6.54857526980514
465,-13.8974077046516
466,28.7299637346138
467,33.5108006765981
468,-0.602278503734899
469,15.8308449023566
470,-16.0353770958849
471,18.8082826262326
472,-1.99421398032921
473,29.0613289432463
474,6.50332654538583
475,19.3062153707734
476,27.1995074914372
477,-21.6864641374286
478,-2.36454870839961
479,-0.974580260686782
480,-2.7271746312748
481,12.9431774711483
482,14.2606031437373
